UniqueCount	AmbigCount
50	979
4455	0
14943	0
10797	0
2079	0
13933	0
8466	0
2813	12
6722	12
4396	0
40881	0
23162	0
3896	0
1873	0
1946	0
9688	0
19738	0
10321	0
19555	0
22395	0
9298	0
2534	0
4303	0
2762	0
4565	27
9899	27
3709	0
12771	0
8065	0
13889	0
6102	0
1871	0
683	0
2344	0
33395	0
12693	0
8877	0
31487	1
9264	1
8263	0
8971	0
2657	0
14974	0
16830	0
23546	0
18555	0
14541	0
17101	0
20816	0
15556	0
14429	0
14964	0
25116	0
8027	0
7134	0
5483	0
1860	0
750	0
1348	0
15505	0
8619	0
6045	0
3588	0
16253	0
1665	0
4552	63
5875	63
16668	0
9987	179
19333	179
7939	0
4907	8541
6356	8541
7142	0
22359	0
6029	0
14752	0
2301	0
5436	0
1607	0
1687	0
14865	0
6675	0
1008	0
1080	0
5072	0
9428	0
14949	0
6052	0
8491	2
2431	2
5725	0
8566	0
5872	0
654	0
22764	0
12191	0
41167	0
3564	0
3696	0
20558	0
31262	0
16182	0
19778	0
4613	0
24273	0
13039	0
5661	0
10142	0
3292	0
6748	524
6837	524
3921	0
4128	0
12672	0
11792	0
14013	0
11838	0
11243	0
5569	0
12518	0
18354	0
15418	0
5841	0
2638	0
2949	0
5823	0
3620	0
5873	0
9484	0
1076	0
4238	0
25046	0
3572	0
14893	0
21090	0
18643	0
9740	0
2754	0
2346	0
3114	0
5421	0
6940	0
34945	0
6700	0
1427	0
21566	0
10857	0
17351	0
35874	0
33039	0
49809	0
16893	0
7328	0
16551	0
36091	0
3258	0
3959	0
5367	0
8663	0
1208	0
5027	0
8147	0
40926	0
9798	0
23429	0
9461	0
47806	0
48893	0
60545	0
23886	0
11170	0
8315	0
55647	0
23873	0
3279	0
18893	0
1020	0
4587	0
4578	0
30558	0
2688	0
44167	0
52287	0
57910	0
6291	0
15209	0
4998	0
63192	0
45154	0
28446	0
5311	0
40244	0
14641	0
6961	0
5895	29
13190	29
38533	0
3974	0
19154	0
11830	0
10517	0
3785	0
4549	0
13582	0
5447	0
23277	0
18744	0
7046	0
3825	0
38269	0
1396	0
10543	35
4037	35
615	0
2281	0
2976	0
1829	0
1307	0
1782	0
12233	0
18115	0
27373	0
26356	0
6484	0
11534	0
1746	0
7002	0
7853	0
15963	0
15088	0
13299	134
19694	134
4135	0
2030	0
6153	0
1797	0
4296	0
4380	0
7200	0
7169	0
1079	0
11762	0
13381	0
20746	0
8267	0
12914	0
4180	0
63237	0
14726	0
28030	0
13338	0
25540	0
2225	0
6659	0
2059	0
6415	0
6977	0
14350	0
31228	0
5220	0
10941	0
41917	0
49357	0
23175	0
2813	0
3289	0
11402	0
1315	0
1971	0
10589	0
2167	0
748	12532
16778	0
30827	0
3874	0
6724	0
4840	0
6590	0
8037	16
8955	16
11541	0
6669	0
7562	0
5704	0
3103	0
4774	0
9648	0
43	4673
639	10184
46663	0
2098	0
3412	0
6257	0
14123	0
6476	0
4373	0
3019	0
1839	234
3285	234
8987	171
5841	171
1815	0
7619	0
6625	0
783	0
1294	0
1568	0
858	0
908	0
1037	79
1591	79
12713	0
399	0
496	0
132	0
560	0
387	0
1723	0
2492	0
2419	0
7938	0
5677	0
2241	0
3940	0
1778	0
5946	0
70176	44
8323	44
4418	0
1544	0
1720	0
703	0
142	0
181	0
145	0
181	0
406	0
164	0
126	0
141	0
448	0
289	0
9372	0
16130	0
1473	0
31409	0
3736	0
34236	0
7249	0
49313	0
35501	0
8758	0
13732	0
17720	0
21869	0
4826	0
15944	0
28680	0
10537	0
18574	0
1979	841
2055	841
1460	0
6282	0
11658	0
8393	0
14097	0
4394	0
25080	0
13468	0
59051	0
7433	0
75204	0
2074	0
1805	0
7886	0
3370	0
3196	0
3831	0
906	0
29315	0
8311	0
16165	0
14892	0
17087	0
7908	0
10209	0
66539	0
17435	0
6292	0
3642	0
842	0
5847	0
2602	0
12706	0
12474	0
67591	0
142	1
1256	1894
2119	118
20471	0
18586	0
18257	0
13211	0
7196	0
10723	0
14625	0
14468	0
8908	0
6165	0
9547	0
2526	0
6317	0
1388	0
8141	0
8691	0
74371	1
7035	0
9855	0
19447	0
19217	0
2247	0
6629	0
6097	0
6014	0
4624	0
2585	0
3795	0
6574	0
9806	152
17944	152
19609	0
6058	0
21179	0
3187	0
5278	295
4627	295
5655	681
59634	681
3241	0
23658	0
28716	0
6418	11308
14836	48370
467	641
4569	641
7756	0
7161	0
7488	0
12525	0
26174	0
7898	0
21377	0
12967	0
3710	0
21285	0
24569	0
8510	720
15282	720
4723	0
574	0
1498	0
244	0
4493	0
917	0
4872	0
1205	0
21912	0
13999	0
19325	0
42804	0
6427	0
16942	0
91432	0
42279	0
26200	0
21707	0
20209	0
3666	0
4261	0
6893	0
355	0
1440	0
264	0
4106	0
1844	0
3302	0
1218	0
583	0
1369	0
1617	0
2371	0
754	0
4859	0
974	0
7434	0
41508	0
25109	0
9198	0
3126	0
5223	0
15328	208
7195	208
8842	0
19511	0
16032	0
113172	0
154370	0
21082	0
7607	0
6669	0
