UniqueCount	AmbigCount
12155	0
5035	0
54226	0
1896	0
14242	31
5345	31
1464	0
5685	0
6787	0
4284	0
3295	0
3892	0
16150	0
20272	0
47766	0
25733	0
9907	0
15955	0
1634	0
8348	0
12623	0
23874	0
16305	0
16281	97
23176	97
8118	0
5188	0
13601	0
4545	0
15788	0
14848	0
14235	0
8725	0
2112	0
21044	0
20919	0
27109	0
8992	0
17875	0
6851	0
75770	0
21536	0
35837	0
18199	0
40677	0
3546	0
10621	0
3176	0
9526	0
11529	0
19249	0
46083	0
6734	0
18709	0
37600	0
34323	0
18486	0
4097	0
4825	4
18276	4
1709	0
3215	0
16057	0
2556	0
163	19196
16978	0
41048	0
6354	0
46142	0
11092	0
12157	0
22940	58
53164	58
45763	0
23784	0
14046	0
9485	0
4088	0
5246	0
10792	0
90	14287
1114	14793
63759	0
2794	0
6035	0
9839	0
20081	0
7708	0
7078	0
4409	0
2464	306
4362	306
15465	238
9634	238
2240	0
11661	0
9690	0
1519	0
1595	0
1869	0
1039	0
939	0
757	61
1341	61
10601	0
1140	0
810	0
134	0
813	0
666	0
2511	0
3715	0
2665	0
7082	0
4647	0
2661	0
3259	0
3739	0
10279	0
72772	47
11725	47
7950	0
3698	0
3879	0
2049	0
976	1
1222	0
958	0
1549	0
2867	0
670	0
793	0
1056	0
3117	0
1871	0
15329	0
26833	0
2118	0
37245	0
6454	0
44477	0
13333	0
61566	0
41957	0
8166	0
25774	0
25857	0
28087	0
6793	0
18354	0
35269	0
14989	0
16598	0
2620	1132
3148	1132
1505	0
5525	0
21354	0
11444	0
17084	0
5857	0
37011	0
19822	0
50926	0
7371	0
93747	0
3083	0
3133	0
11293	0
4727	0
3233	0
4841	0
1508	0
57572	0
10616	0
25242	0
23369	0
28868	0
12412	0
17194	0
87221	0
30345	0
16019	0
8904	0
2340	0
19211	0
7822	0
19243	0
17614	0
68888	0
161	44
1847	2625
2294	0
37717	0
33860	0
26056	0
15594	0
7883	0
17111	0
22234	0
17087	0
13350	0
12673	0
18646	0
4600	0
10729	0
5447	0
16622	0
15879	0
110623	0
10277	0
10147	0
20572	0
41153	0
2448	0
10187	0
9227	0
5604	0
4693	0
3178	0
4033	0
7355	0
6803	71
11450	71
12631	0
8334	0
29427	0
3593	0
8715	492
8980	492
8632	906
119588	906
9681	0
9397	0
17082	0
13875	66582
595	848
7500	848
11315	0
12109	0
9135	0
21032	0
35111	0
12402	0
29974	0
15120	0
7572	0
32964	0
33100	0
14414	1143
24841	1143
7366	0
979	0
2965	0
925	0
6882	0
1942	0
14114	0
2896	0
31596	0
17983	0
26459	0
58680	0
10763	0
22540	0
33669	0
25245	0
31468	0
26222	0
28055	0
4571	0
5475	0
9941	0
766	0
2470	0
720	0
4855	0
1862	0
5575	0
1816	0
1130	0
2338	0
3185	0
2617	0
1369	0
6077	0
1267	0
22931	0
42694	0
31182	0
13880	0
3893	0
6232	0
21699	246
10091	246
14537	0
21736	0
24235	0
128299	0
168784	0
27629	0
14161	0
11049	0
24113	0
3050	0
10234	1541
10928	1541
6835	0
5960	0
16505	0
29150	0
3888	0
7451	0
2155	748
6494	748
5296	0
7222	454
19078	454
7400	0
19923	0
15038	0
6327	0
16947	0
70904	0
79581	0
44227	0
50208	0
25318	0
31542	0
9306	0
16738	0
10409	0
1551	0
17289	0
4516	0
10564	0
7969	0
800	0
1439	0
61337	0
46441	0
17577	0
16272	0
70822	0
94393	0
34844	57
9940	57
3774	0
2741	0
12466	0
18120	0
45039	0
14626	0
19469	0
33536	0
6322	0
16358	0
7463	0
13445	0
15362	0
2355	0
0	15187
2647	0
4205	0
1602	0
1259	0
1	14586
82	14158
8349	0
2100	0
27096	0
81909	0
6385	0
18926	0
19259	0
18418	0
1317	0
11661	0
6844	0
5385	0
14531	0
7183	0
15302	0
21631	0
3742	0
13871	0
33217	0
23868	0
23987	0
7068	1
3183	58
14590	58
10363	0
110464	0
14491	452
21225	452
9434	0
32335	0
13300	0
2715	0
4541	0
5454	0
6781	0
13850	0
5189	0
10730	0
5985	0
5501	0
14132	0
9827	0
3863	0
11965	0
6919	0
14516	0
8736	0
3194	0
34428	0
1071	0
15807	0
4830	0
6936	0
23159	0
33926	0
37623	0
5464	0
23260	0
3969	0
13598	0
12611	0
997	0
793	0
1184	0
1658	0
2392	0
1775	0
1274	0
1707	0
968	0
1256	0
5529	0
4963	323
12496	323
7278	0
399	0
161	0
368	0
1310	0
81	0
248	0
193	0
2812	0
2552	0
6893	0
607	0
2298	13431
56905	0
24118	0
5168	0
89584	0
12221	0
13459	0
1885	0
17579	0
43572	0
15685	0
11037	0
55333	0
7489	0
55254	0
15234	0
5861	0
2667	36
8260	36
28116	96
4454	96
24085	0
26334	0
3914	0
5015	0
24045	0
20895	0
17416	0
16785	0
4354	0
9370	0
12590	0
11722	0
3884	0
22020	0
31904	0
26154	0
50873	0
20851	0
8431	0
10583	0
4259	0
12127	0
40763	0
1525	0
14934	0
19527	0
5225	0
17816	0
20840	0
13233	0
10086	0
14824	0
14312	0
17331	0
21132	0
10267	0
14305	0
58849	0
69695	0
18718	0
8417	0
36879	0
14764	0
21031	0
53134	0
8298	0
22560	0
114408	0
42418	0
3961	0
4079	0
5329	0
8162	0
3541	0
11776	0
6280	0
9898	0
6660	0
63614	0
9824	0
24625	0
6676	0
3231	0
3399	0
30419	0
5260	0
9960	0
19971	0
8300	0
6394	0
55315	0
21018	0
22841	0
30692	0
4566	0
3541	0
10107	0
18875	0
16913	0
39061	0
6336	0
42265	0
221193	0
5281	0
12808	0
48360	0
67658	0
49233	0
55163	0
3134	0
46389	0
29735	0
16349	0
26289	0
59833	0
15218	0
3606	0
18545	0
4406	0
2290	0
34597	0
7584	0
990	0
3752	0
13510	0
170072	0
29338	0
21624	0
9212	0
5533	0
2815	0
2113	0
7085	0
12716	0
5071	0
22834	0
9454	0
63351	0
28706	0
94635	0
16146	0
8922	0
17447	0
28650	0
18357	0
10363	0
4381	0
10380	19
5583	19
10510	0
8704	0
34735	0
11906	0
1143	0
26166	0
9671	0
18535	0
8382	0
7480	0
3578	0
10421	0
9056	0
2117	0
13301	0
9323	0
6698	0
1095240	0
9757	0
10103	0
6698	0
5193	0
8594	0
6446	0
14004	0
5494	0
7374	0
8991	0
13705	0
3230	0
11585	0
11636	0
4425	0
23567	0
13098	0
543	0
582	0
714	0
2247	0
317678	0
8492	0
8012	0
3115	0
8181	0
7949	0
21900	0
16448	0
7476	0
8800	0
10745	0
8877	0
13839	0
36291	0
13984	0
112929	0
14278	0
23951	0
52594	0
24162	0
6507	0
29085	0
7427	0
1415	0
18316	0
6683	0
21562	0
7955	0
8402	0
86296	0
16791	0
3773	0
6643	0
5045	0
3169	0
13651	0
5078	0
26344	0
28472	0
12685	0
29195	0
16701	0
21619	0
23999	0
26441	0
9093	75
16650	75
75409	0
190002	0
170270	0
14840	0
52848	0
41987	0
65711	0
148805	0
24965	0
21399	0
3992	0
5176	0
28011	0
17237	0
41895	0
21496	0
30241	0
23269	0
12152	0
8208	0
2619	0
4905	0
27872	0
5767	0
51750	0
15806	0
32252	0
22674	0
26864	0
65076	0
16480	0
48887	0
6276	0
2784	0
6821	0
57681	0
3727	0
10272	0
4826	0
10810	0
16979	0
17719	0
3254	0
4967	0
34552	0
13936	0
38942	0
6738	0
5338	0
18473	0
4172	0
3280	1185
14481	1185
24040	0
8333	0
3025	0
2206	0
100208	0
107792	0
268743	0
34024	0
44747	0
15595	0
13313	0
121578	0
12088	0
6422	0
19921	0
4584	0
9134	0
7584	0
68854	0
14674	0
35662	0
6548	0
2350	0
4173	0
290857	0
13267	0
13380	0
17317	0
4878	0
2687	0
44767	0
10038	0
12615	0
2877	0
4478	0
4487	0
2065	0
8338	0
9664	0
4198	0
6589	0
14055	0
10332	0
19062	0
2952	0
11059	0
19008	0
5928	0
14133	109
4701	109
52294	0
9231	0
38225	0
68960	0
46582	0
29612	0
12842	0
87695	0
17158	0
11582	0
17478	0
19851	0
2131	0
4900	0
7031	0
23063	11
4958	11
6321	0
27719	0
20559	0
6638	0
70453	0
4852	0
28263	0
14269	0
30803	0
9111	0
8870	0
50914	0
12044	0
1461	0
17904	0
18835	0
16362	0
8252	0
843	0
1355	0
8711	0
2263	0
1346	0
2877	0
1807	0
5383	0
2645	0
2190	0
3237	0
3428	0
1856	0
26683	0
5150	0
4470	0
15412	0
46360	0
7392	0
9600	0
16448	11850
6175	0
2209	0
44183	0
14171	0
15132	0
13349	0
23274	0
12176	0
17943	0
122862	0
12731	0
33022	0
10846	0
15522	0
13056	0
33259	0
23315	0
23452	0
14062	0
23754	0
3744	0
11243	0
9418	0
27848	0
53583	0
27579	0
25861	0
87696	0
10770	0
6935	0
17034	0
29126	0
7232	0
10995	11850
52479	0
76703	0
30328	0
5706	0
46032	0
4472	0
26615	0
6343	0
32093	0
8458	0
13110	0
29335	0
25888	0
21858	0
27540	235
27146	235
34631	0
26781	0
99677	0
132320	0
54479	0
90139	0
37712	0
315793	0
2471	0
14040	1
10188	0
54794	0
61353	0
9168	0
4618	0
9357	0
20868	0
3665	0
65374	0
24134	0
74438	0
15903	0
12425	0
5275	40
5660	40
17129	0
57469	0
6887	0
9956	0
7484	0
21483	0
14994	0
8064	0
15092	0
22747	0
17696	0
6236	0
24910	0
35578	0
72558	0
48074	0
14647	0
29222	0
5328	0
54395	0
21184	0
9272	0
13497	0
17258	0
4472	0
13696	337
21647	337
28492	0
74	4801
44	347
21722	0
170974	0
20843	0
26673	60565
158	0
14229	0
34304	0
2001	0
3907	0
3368	0
5849	0
26189	630
33	630
13620	0
7448	0
9339	0
46948	0
17779	0
15220	0
12984	0
10849	0
40167	0
8254	0
7567	0
34317	0
11108	0
26253	0
27574	0
5661	0
18932	0
11555	0
7584	0
9121	0
77334	0
164435	0
2714	0
4312	0
5026	0
10736	0
8324	0
32620	0
31745	0
13256	0
5179	0
2976	0
207	2972
39277	0
1729	0
10752	0
24282	0
6399	0
61681	0
37059	0
15986	0
53008	0
2685	0
3618	0
6449	0
9857	0
40270	0
15676	0
21941	0
16747	0
16829	0
16445	0
20952	0
8440	0
12092	0
21394	0
39562	0
5724	0
6953	0
4012	0
13145	0
8339	0
3166	0
1668	0
8123	0
22833	0
18663	0
10461	0
12144	0
15266	0
50330	0
10781	0
15991	0
6937	0
12196	0
15481	0
24122	0
33582	0
207916	0
2310	0
7698	0
2784	0
14487	0
10743	0
26694	0
1638	0
42867	0
713642	0
46013	0
14690	0
19504	0
18277	0
8579	0
140800	0
11564	0
130497	0
2698	0
7781	0
28734	0
30574	0
4221	0
3253	0
16394	0
17968	0
108084	0
19081	0
23057	0
30128	0
31016	0
32046	0
24041	0
49790	0
13023	0
4866	0
16274	0
46946	0
80796	0
36270	0
29732	0
32502	0
8698	0
10334	0
32582	0
24350	0
111088	0
18418	0
9282	0
16672	0
14628	0
18467	0
16325	0
4257	0
28367	0
21609	0
28976	0
25386	0
23452	0
25069	0
35000	0
20847	0
16201	0
26400	0
14752	0
17552	0
22751	0
13585	0
602	34332
170853	0
56981	0
39084	0
17676	0
7761	0
5831	0
8101	0
7017	0
57081	0
22557	0
11310	0
8704	0
5573	0
312	0
4731	0
8308	0
1399	18
4229	18
13818	0
4551	0
5954	0
24870	0
23189	0
42920	0
32850	0
611	0
1415	0
9286	0
673	0
2695	0
2491	0
1665	0
1389	0
2611	0
1888	0
2731	0
225	0
3143	0
1950	0
3650	0
27151	0
8400	0
25187	0
10121	0
4714	0
22521	0
6121	0
11111	0
28527	0
11477	0
9087	0
3470	0
4755	0
21306	0
17089	0
68395	0
8837	0
15933	0
5641	0
1037	0
2069	0
3819	0
33960	0
11570	0
6481	0
41225	0
14965	0
2536	0
3592	0
1018	0
493	0
771	0
2903	0
3511	116
391	116
1202	0
42733	0
46377	0
45423	0
11577	0
20594	0
14650	0
30303	0
37729	0
29795	0
18747	0
14534	0
24086	0
14471	0
12369	0
12033	0
72651	0
25912	0
57797	0
15994	0
20464	0
6673	0
34808	0
23355	0
54478	0
319	7319
1361	6525
5330	0
17349	0
5337	0
7000	0
4787	0
3507	0
12358	0
7357	0
16058	0
5706	0
1536	0
18687	0
42524	0
37225	0
11081	0
4407	0
11578	106
3376	0
5062	0
2081	0
6065	0
5162	0
17953	0
25290	0
7794	0
24353	0
85308	0
113828	0
13405	0
12757	0
31629	0
22215	0
18973	65
14565	65
26560	0
10984	0
10251	0
5424	0
144603	0
25983	0
6163	0
7270	0
11519	0
17218	0
8998	0
33281	0
50286	0
3332	0
9998	0
4287	0
27222	0
25052	0
10255	0
52268	0
98475	0
30169	0
7763	0
5830	0
3177	0
6391	0
6286	0
12865	994
10471	994
11097	0
3451	0
8829	0
996	0
17517	0
4529	0
37489	0
28648	0
13795	0
2928	0
8180	0
13814	0
6175	0
13813	0
11240	0
28540	0
28127	0
25575	0
17347	0
75828	0
9986	0
7875	0
5716	0
9200	0
203	0
7664	0
11056	20
5323	20
45337	0
21303	0
7185	0
9680	0
5963	0
42414	0
28233	0
2004123	0
45116	0
4525	419
8890	419
6524	0
7374	0
24014	0
24257	0
69308	0
14093	0
21836	0
19208	0
1346	0
10528	0
3313	0
9200	0
7012	0
3790	0
21217	0
16279	0
18060	0
15225	0
5456	0
20549	0
16009	0
31125	0
15929	0
17800	0
6951	0
393	0
56	0
20683	0
21407	0
7912	0
10489	0
150327	0
40282	0
49690	0
63114	0
17998	0
12939	0
18852	0
16780	0
26294	0
5452	0
13281	1408
19724	0
94551	0
38681	0
2952	0
5536	0
8527	0
4240	9
8035	9
14453	0
9571	0
21832	0
3857	0
3119	0
31172	0
36201	0
7598	0
22993	0
26407	0
6395	0
11776	0
15157	0
23795	0
28079	0
15993	0
2878	0
9065	0
23089	0
32739	0
9744	0
44276	0
43515	0
30202	0
41021	0
39202	0
17588	0
15916	0
95455	0
36809	0
21417	0
14202	0
23044	0
32214	0
27091	0
62180	0
10507	0
6106	0
5376	0
61250	0
63254	0
12722	0
10398	0
16672	0
107198	0
14822	0
13773	0
5184	0
3936	0
21289	0
210024	0
26975	0
8494	0
15053	0
20832	0
10334	0
15569	0
21037	0
13497	0
24256	0
6125	0
5370	0
6887	0
10539	0
7069	0
12556	0
6538	0
5736	0
9093	0
3612	0
7253	0
13025	0
62255	0
27673	0
14046	0
23666	0
34440	0
19294	0
21509	0
42243	643
85394	643
9323	1
19918	1
827	0
135644	0
57556	0
101296	0
6173	0
10705	0
10934	0
22621	0
20077	0
20359	0
5103	0
1577	0
3246	0
695	0
940	0
3297	0
21665	2831
11878	2831
34953	0
5884	0
60748	0
8414	0
21268	0
16617	0
7222	0
18481	0
12689	0
14097	0
80011	0
43812	0
54982	0
8542	0
10251	0
3477	0
5297	0
8400	0
60010	0
38454	0
18068	0
51110	0
26399	0
20537	0
5802	0
10285	0
89986	0
47244	0
12490	0
3176	0
15034	38
10820	38
9528	45
8610	45
19966	0
8397	0
7229	0
5557	0
28167	0
19565	0
23127	915
25612	915
17180	0
20737	0
9907	0
17434	0
384	34332
5366	0
6938	0
21672	0
19928	0
48281	0
58070	0
144904	0
50835	0
65373	0
4076	0
1519	0
15681	0
26510	0
15270	0
17340	0
8485	0
4789	0
14021	0
95515	0
68737	0
9372	0
56067	0
110331	0
4281	0
3156	48
4412	48
12236	0
19166	0
6827	0
26142	0
14803	0
15552	0
8929	0
22289	0
20710	0
39169	0
6925	0
37725	0
2870	0
16904	0
9461	0
58461	0
142361	0
35708	0
9776	0
24721	0
3207	0
2455	0
12818	0
7041	0
5909	0
40049	0
24284	0
3759	0
20700	0
70844	0
26116	0
7731	0
14199	0
3859	0
9101	0
3427	0
61844	0
33042	0
17297	0
3025	0
62608	0
43681	0
10175	0
3679	0
1341	0
63860	0
5979	0
15183	0
54958	0
11024	0
86526	0
22983	1
21569	0
11002	0
15088	0
12278	0
7108	0
55651	0
68742	0
6888	0
4932	0
7667	116
26790	116
235622	0
40227	0
6212	0
8834	0
9718	0
5563	0
862	0
1823	0
541	0
37853	0
119334	0
6613	0
266483	0
79940	0
19076	0
6679	0
4191	0
6782	0
8602	0
25806	0
21510	0
11543	0
10815	0
5512	0
8180	0
7894	0
8109	0
15705	0
43178	1408
7329	0
56753	0
7639	0
44634	0
9142	0
23212	41
3149	41
2854	0
4884	0
6508	0
9503	0
20921	0
28341	0
13351	0
11353	0
21370	0
10656	0
48899	0
1032	0
80826	0
13330	0
12893	0
29674	0
6273	13431
58336	0
29129	0
79298	0
105136	0
338	18486
268	0
832	20361
66431	0
6421	0
14530	0
12337	0
30578	0
42630	0
23774	0
4935	0
13412	0
11103	0
33675	0
85856	0
51151	0
4107	0
18713	0
7289	0
2496	0
14703	0
3830	0
15416	0
24748	0
19951	0
46381	0
28706	0
47809	0
41137	0
1496	0
22478	0
9899	0
40635	0
88943	0
95397	0
38723	0
94368	0
27703	0
19995	0
11989	0
6975	0
11362	0
14437	0
9161	0
1703	0
1119	0
4416	0
12195	0
8706	0
334679	0
57521	0
4063	184
8940	184
7020	0
2802	0
5931	61
1583	61
11154	0
11770	0
4874	0
2049	0
12530	0
13709	0
14678	0
10169	0
8032	0
19802	0
15409	0
12795	0
43217	0
8815	0
3644	0
3113	0
7807	0
22246	9
3270	9
11194	0
7458	0
8758	0
31371	0
20499	0
16081	0
5823	0
15589	0
20405	0
7838	0
693	0
3308	0
43253	0
3683	0
994	0
18754	3555
13629	3555
5567	0
28235	0
16835	0
7824	0
10658	0
2406	0
31790	0
16015	4390
29201	4390
25654	0
9484	0
3164	0
6335	0
7919	0
13306	0
